Time_spent_Alone,Social_event_attendance,Going_outside,Friends_circle_size,Post_frequency,Personality,Stage_fear_No,Stage_fear_Yes,Drained_after_socializing_No,Drained_after_socializing_Yes,Interaction_Time,Social_Stress,Friends_to_Events_Ratio,Social_Media_Engagement,Social_Behavior,Energy_Social
2.0,6.0,3.0,7.0,4.0,Extrovert,1.0,0.0,1.0,0.0,9.0,0,1.1666647222254631,24.0,5.333333333333333,1
5.0,0.0,1.0,3.0,1.0,Introvert,0.0,1.0,0.0,1.0,1.0,1,300000.0,0.0,1.3333333333333333,0
8.0,2.0,2.0,1.0,2.0,Introvert,0.0,1.0,0.0,1.0,4.0,1,0.49999750001249993,4.0,1.6666666666666667,0
2.0,4.0,5.0,9.0,3.0,Extrovert,1.0,0.0,1.0,0.0,9.0,0,2.2499943750140625,12.0,6.0,1
3.0,9.0,4.0,7.0,3.564726631393298,Extrovert,1.0,0.0,1.0,0.0,13.0,0,0.7777769135812072,32.08253968253968,6.666666666666667,1
3.0,7.0,3.0,8.0,6.0,Extrovert,1.0,0.0,1.0,0.0,10.0,0,1.142855510206414,42.0,6.0,1
2.0,4.0,3.0,11.0,6.0,Extrovert,1.0,0.0,1.0,0.0,7.0,0,2.7499931250171876,24.0,6.0,1
7.0,0.0,1.0,2.0,2.0,Introvert,0.0,1.0,0.0,1.0,1.0,1,199999.99999999997,0.0,1.0,0
4.505816002819881,3.0,2.0,5.0,2.0,Introvert,0.0,1.0,0.0,1.0,5.0,1,1.6666611111296294,6.0,3.3333333333333335,0
10.0,2.0,1.0,5.0,0.0,Introvert,0.0,1.0,0.0,1.0,3.0,1,2.4999875000625,0.0,2.6666666666666665,0
1.0,8.0,4.0,11.0,4.0,Extrovert,1.0,0.0,1.0,0.0,12.0,0,1.3749982812521484,32.0,7.666666666666667,1
1.0,6.0,3.0,10.0,8.0,Extrovert,1.0,0.0,1.0,0.0,9.0,0,1.6666638888935186,48.0,6.333333333333333,1
10.0,0.0,1.0,2.0,2.0,Introvert,0.0,1.0,0.0,1.0,1.0,1,199999.99999999997,0.0,1.0,0
8.0,0.0,0.0,5.0,3.564726631393298,Introvert,0.0,1.0,0.0,1.0,0.0,1,499999.99999999994,0.0,1.6666666666666667,0
5.0,0.0,0.0,5.0,1.0,Introvert,0.0,1.0,1.0,0.0,0.0,1,499999.99999999994,0.0,1.6666666666666667,1
8.0,3.963354474982382,0.0,3.0,0.0,Introvert,0.0,1.0,0.0,1.0,3.963354474982382,1,0.7569326563167864,0.0,2.3211181583274607,0
3.0,6.0,5.0,9.0,6.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,1.4999975000041668,36.0,6.666666666666667,1
3.0,8.0,4.0,8.0,4.0,Extrovert,1.0,0.0,1.0,0.0,12.0,0,0.9999987500015626,32.0,6.666666666666667,1
3.0,7.0,4.0,12.0,5.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,1.7142832653096212,35.0,7.666666666666667,1
0.0,8.0,6.0,10.0,4.0,Extrovert,1.0,0.0,1.0,0.0,14.0,0,1.2499984375019533,32.0,8.0,1
8.0,1.0,0.0,1.0,0.0,Introvert,0.0,1.0,0.0,1.0,1.0,1,0.9999900000999989,0.0,0.6666666666666666,0
3.0,4.0,6.0,13.0,3.0,Extrovert,1.0,0.0,1.0,0.0,10.0,0,3.2499918750203127,12.0,7.666666666666667,1
0.0,5.0,6.0,5.0,4.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,0.9999980000040001,20.0,5.333333333333333,1
1.0,5.0,6.0,12.0,7.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,2.3999952000096,35.0,7.666666666666667,1
3.0,6.0,5.0,6.0,5.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,0.9999983333361112,30.0,5.666666666666667,1
1.0,4.0,5.0,6.268862911795962,6.0,Extrovert,1.0,0.0,1.0,0.0,9.0,0,1.5672118099194658,24.0,5.089620970598654,1
2.0,8.0,5.0,9.0,6.0,Extrovert,1.0,0.0,1.0,0.0,13.0,0,1.124998593751758,48.0,7.333333333333333,1
2.0,9.0,5.0,10.0,9.0,Introvert,1.0,0.0,1.0,0.0,14.0,0,1.1111098765445817,81.0,8.0,1
10.0,2.0,0.0,5.0,2.0,Introvert,0.0,1.0,0.0,1.0,2.0,1,2.4999875000625,4.0,2.3333333333333335,0
11.0,2.0,0.0,6.268862911795962,0.0,Introvert,0.0,1.0,0.0,1.0,2.0,1,3.134415783819062,0.0,2.7562876372653204,0
11.0,1.0,2.0,4.0,2.0,Introvert,0.0,1.0,1.0,0.0,3.0,1,3.9999600003999958,2.0,2.3333333333333335,1
3.0,6.0,5.0,7.0,6.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,1.1666647222254631,36.0,6.0,1
4.505816002819881,2.0,1.0,5.0,0.0,Introvert,0.0,1.0,0.0,1.0,3.0,1,2.4999875000625,0.0,2.6666666666666665,0
1.0,9.0,6.0,12.0,4.0,Extrovert,1.0,0.0,1.0,0.0,15.0,0,1.333331851853498,36.0,9.0,1
1.0,7.0,3.0,12.0,3.0,Extrovert,1.0,0.0,1.0,0.0,10.0,0,1.7142832653096212,21.0,7.333333333333333,1
4.0,1.0,2.0,2.0,2.0,Introvert,0.0,1.0,0.0,1.0,3.0,1,1.9999800001999979,2.0,1.6666666666666667,0
4.0,3.0,1.0,4.0,1.0,Introvert,0.0,1.0,0.0,1.0,4.0,1,1.3333288889037036,3.0,2.6666666666666665,0
0.0,4.0,3.0,14.0,9.0,Extrovert,1.0,0.0,1.0,0.0,7.0,0,3.4999912500218753,36.0,7.0,1
9.0,2.0,1.0,2.0,0.0,Introvert,0.0,1.0,0.0,1.0,3.0,1,0.9999950000249999,0.0,1.6666666666666667,0
7.0,3.0,2.0,2.0,1.0,Introvert,0.0,1.0,0.0,1.0,5.0,1,0.6666644444518518,3.0,2.3333333333333335,0
8.0,0.0,2.0,4.0,1.0,Introvert,0.0,1.0,0.0,1.0,2.0,1,399999.99999999994,0.0,2.0,0
6.0,1.0,2.0,1.0,1.0,Introvert,0.0,1.0,0.0,1.0,3.0,1,0.9999900000999989,1.0,1.3333333333333333,0
2.0,4.0,3.0,6.268862911795962,5.0,Extrovert,1.0,0.0,1.0,0.0,7.0,0,1.5672118099194658,20.0,4.422954303931987,1
1.0,7.0,4.0,13.0,4.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,1.8571402040854228,28.0,8.0,1
4.505816002819881,7.0,4.0,8.0,7.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,1.142855510206414,49.0,6.333333333333333,1
3.0,6.0,4.0,5.0,7.0,Extrovert,1.0,0.0,1.0,0.0,10.0,0,0.8333319444467593,42.0,5.0,1
2.0,5.0,6.0,11.0,9.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,2.1999956000088003,45.0,7.333333333333333,1
4.0,3.0,0.0,2.0,0.0,Introvert,1.0,0.0,1.0,0.0,3.0,0,0.6666644444518518,0.0,1.6666666666666667,1
0.0,9.0,3.0,12.0,8.0,Extrovert,1.0,0.0,1.0,0.0,12.0,0,1.333331851853498,72.0,8.0,1
3.0,9.0,5.0,11.0,6.0,Extrovert,1.0,0.0,1.0,0.0,14.0,0,1.2222208641990397,54.0,8.333333333333334,1
3.0,6.0,6.0,10.0,8.0,Extrovert,1.0,0.0,1.0,0.0,12.0,0,1.6666638888935186,48.0,7.333333333333333,1
2.0,4.0,4.0,6.0,4.0,Extrovert,1.0,0.0,1.0,0.0,8.0,0,1.499996250009375,16.0,4.666666666666667,1
8.0,0.0,2.0,4.0,2.0,Introvert,0.0,1.0,1.0,0.0,2.0,1,399999.99999999994,0.0,2.0,1
5.0,2.0,2.0,3.0,2.0,Introvert,0.0,1.0,0.0,1.0,4.0,1,1.4999925000374998,4.0,2.3333333333333335,0
11.0,3.0,0.0,3.0,0.0,Introvert,0.0,1.0,0.0,1.0,3.0,1,0.9999966666777778,0.0,2.0,0
8.0,0.0,2.0,3.0,2.0,Introvert,0.0,1.0,0.0,1.0,2.0,1,300000.0,0.0,1.6666666666666667,0
9.0,0.0,0.0,2.0,1.0,Extrovert,0.0,1.0,0.0,1.0,0.0,1,199999.99999999997,0.0,0.6666666666666666,0
2.0,5.0,3.0,12.0,3.0,Extrovert,1.0,0.0,1.0,0.0,8.0,0,2.3999952000096,15.0,6.666666666666667,1
7.0,0.0,2.0,1.0,2.0,Introvert,0.0,1.0,0.0,1.0,2.0,1,99999.99999999999,0.0,1.0,0
7.0,1.0,1.0,2.0,1.0,Extrovert,0.0,1.0,0.0,1.0,2.0,1,1.9999800001999979,1.0,1.3333333333333333,0
5.0,0.0,1.0,3.0,2.0,Introvert,0.0,1.0,0.0,1.0,1.0,1,300000.0,0.0,1.3333333333333333,0
5.0,0.0,0.0,1.0,1.0,Introvert,0.0,1.0,0.0,1.0,0.0,1,99999.99999999999,0.0,0.3333333333333333,0
5.0,1.0,1.0,4.0,3.564726631393298,Introvert,0.0,1.0,0.0,1.0,2.0,1,3.9999600003999958,3.564726631393298,2.0,0
9.0,1.0,0.0,2.0,0.0,Introvert,0.0,1.0,0.0,1.0,1.0,1,1.9999800001999979,0.0,1.0,0
0.0,7.0,5.0,7.0,9.0,Extrovert,1.0,0.0,1.0,0.0,12.0,0,0.9999985714306123,63.0,6.333333333333333,1
10.0,1.0,2.0,5.0,1.0,Introvert,0.0,1.0,0.0,1.0,3.0,1,4.999950000499995,1.0,2.6666666666666665,0
3.0,8.0,3.0,8.0,3.564726631393298,Extrovert,1.0,0.0,1.0,0.0,11.0,0,0.9999987500015626,28.517813051146383,6.333333333333333,1
3.0,9.0,5.0,14.0,7.0,Extrovert,1.0,0.0,1.0,0.0,14.0,0,1.5555538271624143,63.0,9.333333333333334,1
9.0,0.0,1.0,5.0,1.0,Introvert,0.0,1.0,0.0,1.0,1.0,1,499999.99999999994,0.0,2.0,0
1.0,9.0,6.0,13.0,7.0,Extrovert,1.0,0.0,1.0,0.0,15.0,0,1.4444428395079563,63.0,9.333333333333334,1
3.0,4.0,5.0,11.0,3.564726631393298,Extrovert,1.0,0.0,1.0,0.0,9.0,0,2.7499931250171876,14.258906525573192,6.666666666666667,1
8.0,1.0,2.0,5.0,1.0,Introvert,0.0,1.0,0.0,1.0,3.0,1,4.999950000499995,1.0,2.6666666666666665,0
2.0,7.0,6.0,12.0,8.0,Extrovert,1.0,0.0,1.0,0.0,13.0,0,1.7142832653096212,56.0,8.333333333333334,1
11.0,1.0,1.0,2.0,2.0,Introvert,0.0,1.0,0.0,1.0,2.0,1,1.9999800001999979,2.0,1.3333333333333333,0
10.0,3.0,2.0,1.0,2.0,Introvert,0.0,1.0,0.0,1.0,5.0,1,0.3333322222259259,6.0,2.0,0
9.0,2.0,1.0,5.0,1.0,Introvert,0.0,1.0,0.0,1.0,3.0,1,2.4999875000625,2.0,2.6666666666666665,0
1.0,9.0,3.0,8.0,5.0,Extrovert,1.0,0.0,1.0,0.0,12.0,0,0.8888879012356653,45.0,6.666666666666667,1
3.0,8.0,6.0,11.0,3.0,Extrovert,1.0,0.0,1.0,0.0,14.0,0,1.3749982812521484,24.0,8.333333333333334,1
10.0,0.0,1.0,4.0,0.0,Introvert,0.0,1.0,0.0,1.0,1.0,1,399999.99999999994,0.0,1.6666666666666667,0
6.0,3.0,2.0,3.0,0.0,Introvert,0.0,1.0,0.0,1.0,5.0,1,0.9999966666777778,0.0,2.6666666666666665,0
3.0,9.0,3.0,5.0,3.0,Extrovert,1.0,0.0,1.0,0.0,12.0,0,0.5555549382722909,27.0,5.666666666666667,1
9.0,3.0,2.0,3.0,2.0,Introvert,0.0,1.0,0.0,1.0,5.0,1,0.9999966666777778,6.0,2.6666666666666665,0
1.0,8.0,7.0,14.0,6.0,Introvert,1.0,0.0,1.0,0.0,15.0,0,1.7499978125027345,48.0,9.666666666666666,1
2.0,4.0,4.0,9.0,3.0,Extrovert,1.0,0.0,1.0,0.0,8.0,0,2.2499943750140625,12.0,5.666666666666667,1
4.505816002819881,8.0,4.0,6.0,5.0,Extrovert,1.0,0.0,1.0,0.0,12.0,0,0.7499990625011719,40.0,6.0,1
8.0,2.0,0.0,5.0,1.0,Introvert,0.0,1.0,0.0,1.0,2.0,1,2.4999875000625,2.0,2.3333333333333335,0
0.0,6.0,3.0,7.0,7.0,Extrovert,1.0,0.0,1.0,0.0,9.0,0,1.1666647222254631,42.0,5.333333333333333,1
4.505816002819881,3.963354474982382,5.0,14.0,5.0,Extrovert,1.0,0.0,1.0,0.0,8.963354474982381,0,3.532352396145003,19.81677237491191,7.654451491660794,1
8.0,0.0,0.0,4.0,0.0,Introvert,0.0,1.0,0.0,1.0,0.0,1,399999.99999999994,0.0,1.3333333333333333,0
0.0,5.0,6.0,9.0,6.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,1.7999964000072002,30.0,6.666666666666667,1
9.0,1.0,1.0,2.0,2.0,Introvert,0.0,1.0,0.0,1.0,2.0,1,1.9999800001999979,2.0,1.3333333333333333,0
8.0,1.0,2.0,1.0,0.0,Extrovert,0.0,1.0,0.0,1.0,3.0,1,0.9999900000999989,0.0,1.3333333333333333,0
1.0,9.0,6.0,13.0,9.0,Extrovert,1.0,0.0,1.0,0.0,15.0,0,1.4444428395079563,81.0,9.333333333333334,1
3.0,4.0,6.0,9.0,8.0,Extrovert,1.0,0.0,1.0,0.0,10.0,0,2.2499943750140625,32.0,6.333333333333333,1
11.0,3.0,1.0,4.0,2.0,Introvert,0.0,1.0,0.0,1.0,4.0,1,1.3333288889037036,6.0,2.6666666666666665,0
2.0,7.0,4.0,12.0,4.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,1.7142832653096212,28.0,7.666666666666667,1
11.0,3.0,1.0,2.0,0.0,Introvert,0.0,1.0,0.0,1.0,4.0,1,0.6666644444518518,0.0,2.0,0
8.0,1.0,0.0,5.0,2.0,Introvert,0.0,1.0,0.0,1.0,1.0,1,4.999950000499995,2.0,2.0,0
7.0,1.0,1.0,3.0,0.0,Introvert,0.0,1.0,0.0,1.0,2.0,1,2.9999700002999967,0.0,1.6666666666666667,0
0.0,7.0,4.0,5.0,5.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,0.7142846938790088,35.0,5.333333333333333,1
2.0,9.0,5.0,6.0,5.0,Extrovert,1.0,0.0,1.0,0.0,14.0,0,0.666665925926749,45.0,6.666666666666667,1
7.0,3.0,2.0,5.0,1.0,Introvert,0.0,1.0,0.0,1.0,5.0,1,1.6666611111296294,3.0,3.3333333333333335,0
1.0,7.0,6.0,13.0,7.0,Extrovert,1.0,0.0,1.0,0.0,13.0,0,1.8571402040854228,49.0,8.666666666666666,1
5.0,0.0,1.0,5.0,2.0,Introvert,0.0,1.0,0.0,1.0,1.0,1,499999.99999999994,0.0,2.0,0
2.0,5.0,3.0,12.0,3.0,Extrovert,1.0,0.0,1.0,0.0,8.0,0,2.3999952000096,15.0,6.666666666666667,1
6.0,2.0,0.0,5.0,0.0,Introvert,0.0,1.0,0.0,1.0,2.0,1,2.4999875000625,0.0,2.3333333333333335,0
4.505816002819881,4.0,3.0,6.0,7.0,Extrovert,1.0,0.0,1.0,0.0,7.0,0,1.499996250009375,28.0,4.333333333333333,1
7.0,2.0,1.0,1.0,2.0,Introvert,0.0,1.0,0.0,1.0,3.0,1,0.49999750001249993,4.0,1.3333333333333333,0
1.0,4.0,3.0,12.0,7.0,Extrovert,1.0,0.0,1.0,0.0,7.0,0,2.99999250001875,28.0,6.333333333333333,1
8.0,1.0,1.0,3.0,0.0,Introvert,0.0,1.0,0.0,1.0,2.0,1,2.9999700002999967,0.0,1.6666666666666667,0
10.0,3.963354474982382,0.0,1.0,1.0,Introvert,0.0,1.0,0.0,1.0,3.963354474982382,1,0.25231088543892877,3.963354474982382,1.654451491660794,0
2.0,8.0,6.0,14.0,9.0,Introvert,1.0,0.0,1.0,0.0,14.0,0,1.7499978125027345,72.0,9.333333333333334,1
1.0,8.0,3.0,6.0,8.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,0.7499990625011719,64.0,5.666666666666667,1
3.0,4.0,4.0,14.0,4.0,Extrovert,1.0,0.0,1.0,0.0,8.0,0,3.4999912500218753,16.0,7.333333333333333,1
11.0,3.0,2.0,5.0,2.0,Introvert,0.0,1.0,0.0,1.0,5.0,1,1.6666611111296294,6.0,3.3333333333333335,0
1.0,7.0,6.0,6.268862911795962,8.0,Extrovert,1.0,0.0,1.0,0.0,13.0,0,0.8955505651843301,56.0,6.422954303931988,1
3.0,6.0,4.0,7.0,5.0,Extrovert,1.0,0.0,1.0,0.0,10.0,0,1.1666647222254631,30.0,5.666666666666667,1
2.0,4.0,6.0,11.0,7.0,Extrovert,1.0,0.0,1.0,0.0,10.0,0,2.7499931250171876,28.0,7.0,1
3.0,5.0,5.0,8.0,8.0,Extrovert,1.0,0.0,1.0,0.0,10.0,0,1.5999968000064002,40.0,6.0,1
7.0,1.0,2.0,5.0,2.0,Introvert,0.0,1.0,0.0,1.0,3.0,1,4.999950000499995,2.0,2.6666666666666665,0
9.0,3.0,1.0,3.0,0.0,Introvert,0.0,1.0,0.0,1.0,4.0,1,0.9999966666777778,0.0,2.3333333333333335,0
0.0,5.0,6.0,14.0,3.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,2.7999944000112,15.0,8.333333333333334,1
2.0,5.0,3.0,12.0,8.0,Extrovert,1.0,0.0,1.0,0.0,8.0,0,2.3999952000096,40.0,6.666666666666667,1
2.0,7.0,3.0,14.0,6.0,Extrovert,1.0,0.0,1.0,0.0,10.0,0,1.9999971428612247,42.0,8.0,1
6.0,1.0,2.0,4.0,2.0,Introvert,0.0,1.0,0.0,1.0,3.0,1,3.9999600003999958,2.0,2.3333333333333335,0
4.0,2.0,1.0,3.0,2.0,Introvert,0.0,1.0,0.0,1.0,3.0,1,1.4999925000374998,4.0,2.0,0
11.0,0.0,2.0,3.0,0.0,Extrovert,0.0,1.0,0.0,1.0,2.0,1,300000.0,0.0,1.6666666666666667,0
1.0,7.0,6.0,13.0,6.0,Extrovert,1.0,0.0,1.0,0.0,13.0,0,1.8571402040854228,42.0,8.666666666666666,1
0.0,8.0,6.0,11.0,3.0,Extrovert,1.0,0.0,1.0,0.0,14.0,0,1.3749982812521484,24.0,8.333333333333334,1
9.0,1.0,0.0,2.0,0.0,Extrovert,0.0,1.0,0.0,1.0,1.0,1,1.9999800001999979,0.0,1.0,0
3.0,7.0,4.0,6.0,9.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,0.8571416326548106,63.0,5.666666666666667,1
11.0,2.0,0.0,3.0,2.0,Introvert,0.0,1.0,0.0,1.0,2.0,1,1.4999925000374998,4.0,1.6666666666666667,0
5.0,2.0,1.0,1.0,0.0,Introvert,0.0,1.0,0.0,1.0,3.0,1,0.49999750001249993,0.0,1.3333333333333333,0
2.0,8.0,6.0,15.0,7.0,Extrovert,1.0,0.0,1.0,0.0,14.0,0,1.8749976562529298,56.0,9.666666666666666,1
3.0,9.0,4.0,10.0,5.0,Extrovert,1.0,0.0,1.0,0.0,13.0,0,1.1111098765445817,45.0,7.666666666666667,1
11.0,0.0,2.0,1.0,2.0,Introvert,0.0,1.0,0.0,1.0,2.0,1,99999.99999999999,0.0,1.0,0
8.0,2.0,0.0,5.0,1.0,Introvert,0.0,1.0,0.0,1.0,2.0,1,2.4999875000625,2.0,2.3333333333333335,0
0.0,5.0,6.0,10.0,4.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,1.9999960000080002,20.0,7.0,1
10.0,2.0,2.0,3.0,0.0,Introvert,0.0,1.0,0.0,1.0,4.0,1,1.4999925000374998,0.0,2.3333333333333335,0
4.505816002819881,2.0,0.0,4.0,0.0,Introvert,0.0,1.0,0.0,1.0,2.0,1,1.9999900000499997,0.0,2.0,0
3.0,5.0,4.0,9.0,5.0,Extrovert,1.0,0.0,1.0,0.0,9.0,0,1.7999964000072002,25.0,6.0,1
0.0,7.0,3.0,13.0,6.0,Extrovert,1.0,0.0,1.0,0.0,10.0,0,1.8571402040854228,42.0,7.666666666666667,1
1.0,5.0,4.0,7.0,6.0,Extrovert,1.0,0.0,1.0,0.0,9.0,0,1.3999972000056,30.0,5.333333333333333,1
4.505816002819881,0.0,2.0,6.268862911795962,2.0,Introvert,1.0,0.0,0.0,1.0,2.0,1,626886.2911795961,0.0,2.7562876372653204,0
3.0,7.0,3.0,9.0,4.0,Extrovert,1.0,0.0,1.0,0.0,10.0,0,1.2857124489822158,28.0,6.333333333333333,1
9.0,2.0,1.0,2.0,0.0,Introvert,0.0,1.0,0.0,1.0,3.0,1,0.9999950000249999,0.0,1.6666666666666667,0
7.0,3.0,1.0,1.0,0.0,Introvert,0.0,1.0,0.0,1.0,4.0,1,0.3333322222259259,0.0,1.6666666666666667,0
2.0,7.0,4.0,13.0,5.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,1.8571402040854228,35.0,8.0,1
2.0,3.963354474982382,4.0,15.0,3.0,Extrovert,1.0,0.0,1.0,0.0,7.963354474982382,0,3.784663281583932,11.890063424947147,7.654451491660794,1
10.0,0.0,0.0,2.0,1.0,Extrovert,0.0,1.0,0.0,1.0,0.0,1,199999.99999999997,0.0,0.6666666666666666,0
2.0,9.0,5.0,6.268862911795962,5.0,Extrovert,1.0,0.0,1.0,0.0,14.0,0,0.6965395496000518,45.0,6.756287637265321,1
0.0,7.0,3.0,6.0,3.564726631393298,Extrovert,1.0,0.0,1.0,0.0,10.0,0,0.8571416326548106,24.953086419753085,5.333333333333333,1
6.0,3.0,2.0,1.0,3.564726631393298,Introvert,0.0,1.0,0.0,1.0,5.0,1,0.3333322222259259,10.694179894179893,2.0,0
11.0,2.0,2.0,3.0,1.0,Introvert,0.0,1.0,0.0,1.0,4.0,1,1.4999925000374998,2.0,2.3333333333333335,0
4.0,2.0,1.0,5.0,2.0,Introvert,0.0,1.0,0.0,1.0,3.0,1,2.4999875000625,4.0,2.6666666666666665,0
4.0,0.0,0.0,6.268862911795962,3.564726631393298,Introvert,0.0,1.0,0.0,1.0,0.0,1,626886.2911795961,0.0,2.089620970598654,0
3.0,7.0,3.0,11.0,3.0,Extrovert,1.0,0.0,1.0,0.0,10.0,0,1.5714263265338193,21.0,7.0,1
4.505816002819881,3.0,0.0,2.0,3.564726631393298,Introvert,0.0,1.0,0.0,1.0,3.0,1,0.6666644444518518,10.694179894179893,1.6666666666666667,0
0.0,9.0,5.0,15.0,9.0,Extrovert,1.0,0.0,1.0,0.0,14.0,0,1.6666648148168726,81.0,9.666666666666666,1
2.0,6.0,4.0,6.268862911795962,8.0,Extrovert,1.0,0.0,1.0,0.0,10.0,0,1.0448087439514204,48.0,5.422954303931988,1
1.0,9.0,6.0,9.0,8.0,Extrovert,1.0,0.0,1.0,0.0,15.0,0,0.9999988888901234,72.0,8.0,1
4.505816002819881,6.0,3.0,15.0,6.0,Extrovert,1.0,0.0,1.0,0.0,9.0,0,2.499995833340278,36.0,8.0,1
0.0,3.963354474982382,6.0,12.0,8.0,Extrovert,1.0,0.0,1.0,0.0,9.963354474982381,0,3.0277306252671456,31.706835799859057,7.321118158327461,1
4.505816002819881,9.0,5.0,10.0,3.0,Extrovert,1.0,0.0,1.0,0.0,14.0,0,1.1111098765445817,27.0,8.0,1
6.0,3.963354474982382,3.0,3.0,1.0,Introvert,0.0,1.0,0.0,1.0,6.963354474982382,1,0.7569326563167864,3.963354474982382,3.3211181583274603,0
2.0,4.0,6.0,8.0,7.0,Extrovert,1.0,0.0,1.0,0.0,10.0,0,1.9999950000125002,28.0,6.0,1
10.0,1.0,2.0,1.0,2.0,Introvert,0.0,1.0,0.0,1.0,3.0,1,0.9999900000999989,2.0,1.3333333333333333,0
7.0,2.0,0.0,4.0,2.0,Introvert,0.0,1.0,0.0,1.0,2.0,1,1.9999900000499997,4.0,2.0,0
2.0,7.0,4.0,12.0,8.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,1.7142832653096212,56.0,7.666666666666667,1
8.0,0.0,0.0,1.0,0.0,Introvert,1.0,0.0,0.0,1.0,0.0,1,99999.99999999999,0.0,0.3333333333333333,0
8.0,0.0,0.0,2.0,1.0,Extrovert,0.0,1.0,0.0,1.0,0.0,1,199999.99999999997,0.0,0.6666666666666666,0
2.0,4.0,5.0,13.0,6.0,Extrovert,1.0,0.0,1.0,0.0,9.0,0,3.2499918750203127,24.0,7.333333333333333,1
2.0,7.0,6.0,12.0,4.0,Extrovert,1.0,0.0,1.0,0.0,13.0,0,1.7142832653096212,28.0,8.333333333333334,1
4.0,0.0,3.0,1.0,2.0,Introvert,0.0,1.0,0.0,1.0,3.0,1,99999.99999999999,0.0,1.3333333333333333,0
10.0,2.0,0.0,1.0,1.0,Introvert,0.0,1.0,0.0,1.0,2.0,1,0.49999750001249993,2.0,1.0,0
3.0,6.0,5.0,6.0,7.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,0.9999983333361112,42.0,5.666666666666667,1
10.0,0.0,0.0,4.0,0.0,Introvert,0.0,1.0,0.0,1.0,0.0,1,399999.99999999994,0.0,1.3333333333333333,0
2.0,7.0,3.0,9.0,7.0,Extrovert,1.0,0.0,1.0,0.0,10.0,0,1.2857124489822158,49.0,6.333333333333333,1
0.0,8.0,3.0,8.0,5.0,Extrovert,1.0,0.0,1.0,0.0,11.0,0,0.9999987500015626,40.0,6.333333333333333,1
7.0,2.0,1.0,1.0,2.0,Extrovert,0.0,1.0,0.0,1.0,3.0,1,0.49999750001249993,4.0,1.3333333333333333,0
10.0,2.0,1.0,4.0,1.0,Introvert,0.0,1.0,0.0,1.0,3.0,1,1.9999900000499997,2.0,2.3333333333333335,0
10.0,2.0,0.0,3.0,1.0,Introvert,0.0,1.0,0.0,1.0,2.0,1,1.4999925000374998,2.0,1.6666666666666667,0
3.0,8.0,4.0,12.0,7.0,Extrovert,1.0,0.0,1.0,0.0,12.0,0,1.4999981250023438,56.0,8.0,1
6.0,1.0,0.0,5.0,2.0,Introvert,0.0,1.0,1.0,0.0,1.0,1,4.999950000499995,2.0,2.0,1
7.0,2.0,2.0,4.0,1.0,Introvert,0.0,1.0,0.0,1.0,4.0,1,1.9999900000499997,2.0,2.6666666666666665,0
7.0,2.0,0.0,2.0,1.0,Extrovert,0.0,1.0,0.0,1.0,2.0,1,0.9999950000249999,2.0,1.3333333333333333,0
1.0,5.0,5.0,11.0,3.0,Extrovert,1.0,0.0,1.0,0.0,10.0,0,2.1999956000088003,15.0,7.0,1
0.0,9.0,4.0,10.0,3.0,Extrovert,1.0,0.0,1.0,0.0,13.0,0,1.1111098765445817,27.0,7.666666666666667,1
1.0,4.0,3.0,10.0,4.0,Extrovert,1.0,0.0,1.0,0.0,7.0,0,2.499993750015625,16.0,5.666666666666667,1
6.0,3.0,2.0,4.0,1.0,Introvert,0.0,1.0,0.0,1.0,5.0,1,1.3333288889037036,3.0,3.0,0
4.505816002819881,4.0,3.0,5.0,5.0,Extrovert,1.0,0.0,1.0,0.0,7.0,0,1.2499968750078125,20.0,4.0,1
10.0,0.0,1.0,3.0,2.0,Extrovert,0.0,1.0,0.0,1.0,1.0,1,300000.0,0.0,1.3333333333333333,0
8.0,0.0,1.0,1.0,1.0,Introvert,0.0,1.0,0.0,1.0,1.0,1,99999.99999999999,0.0,0.6666666666666666,0
0.0,9.0,6.0,15.0,6.0,Extrovert,1.0,0.0,1.0,0.0,15.0,0,1.6666648148168726,54.0,10.0,1
3.0,4.0,4.0,11.0,7.0,Extrovert,1.0,0.0,1.0,0.0,8.0,0,2.7499931250171876,28.0,6.333333333333333,1
0.0,4.0,6.0,14.0,5.0,Extrovert,1.0,0.0,1.0,0.0,10.0,0,3.4999912500218753,20.0,8.0,1
